시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
소망주간보호센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-291-3190
그린재가복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-262-6108
큰사랑복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-262-1009
봄동노인복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-262-1803
성경샘주간보호센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-261-4321
이서노인복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-222-9163
행복재가복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-224-9460
으뜸방문간호센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-262-2485
행복의료기,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-262-0312
더조은재가복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-224-3208
용진노인복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-243-9111
명지노인복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-243-1208
마음꽃복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-263-0078
소망의노인복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-231-9533
심청이효재가복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-717-6589
사랑드림 주간보호센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-243-1009
구이노인복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-222-5675
운주노인복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-262-7370
완주노인복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-261-4266
다함께노인주간보호센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-221-9234
드림사회서비스센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-262-7755
예은노인복지센터,전라북도,완주군,노인,재가노인복지시설,재가노인복지시설,063-232-2442
완주시니어클럽,전라북도,완주군,노인,노인일자리지원기관,노인일자리지원기관,063-261-4277
아가페정양원,전라북도,익산시,노인,노인주거복지시설,양로시설,063-856-4671
신광의집,전라북도,익산시,노인,노인주거복지시설,양로시설,063-834-2001
원광효도마을수양의집,전라북도,익산시,노인,노인주거복지시설,양로시설,063-850-9710
영보은혜의집,전라북도,익산시,노인,노인주거복지시설,노인공동생활가정,063-862-4786
소망요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-861-5115
한결요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-843-3021
노인요양시설 한맘실버케어센터,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-842-2200
임마누엘요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-918-7799
원광실버의집,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-850-9700
노인요양시설 다솜요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-857-9100
사랑방요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-862-9966
연세노인전문요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-862-0800
원광상록원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-850-9500
만인노인요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-853-7890
솜리요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-852-4620
신광요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-838-2321
사은의집,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-850-9730
우리요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-853-0365
드림요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-843-8080
임마누엘의집,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-832-6913
정화수도원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-850-9800
참사랑노인요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-857-9957
익산성모요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-723-4480
백향노인전문요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-858-1616
에벤에셀복지원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-836-7829
익산노인전문요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-851-7575
재경시니어홈 요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-858-6655
아가페노인전문요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-856-1038
더조은요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-851-2925
e편한요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-853-3369
영보은혜의집(삭제예정),전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-862-4786
더조은요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-851-2925
남전노인요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-841-6895
행복드림요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-851-1129
새소망요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-842-1174
나래 섬김의 집,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-858-1731
청담요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-851-8131
무지개요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-832-0301
백세요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-835-3600
아바림요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-858-5577
가족사랑요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-841-2655
함열덕성원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-862-8883
마음쉼터요양원,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-858-8420
노인요양시설 시니어랜드,전라북도,익산시,노인,노인의료복지시설,노인요양시설,063-857-8889
바울의집,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-854-1504
새날성로원,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-831-3044
긍휼의집,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-832-5856
노인요양시설 사랑방,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-862-9900
북익산평안의집,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-855-0560
행복한 보은의집,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-855-0545
익산노인공동생활가정,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-862-5757
참좋은영광요양원,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-862-8977
북익산소망의집,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-855-0567
원광효도마을 효도의집,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-853-9740
벧엘요양원,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-831-6691
미소의집,전라북도,익산시,노인,노인의료복지시설,노인요양공동생활가정,063-843-9182
황등노인종합복지관,전라북도,익산시,노인,노인여가복지시설,노인복지관,063-859-3937
익산시노인종합복지관,전라북도,익산시,노인,노인여가복지시설,노인복지관,063-837-7722
북부권 노인종합복지관,전라북도,익산시,노인,노인여가복지시설,노인복지관,063-862-5513
남부권노인종합복지관,전라북도,익산시,노인,노인여가복지시설,노인복지관,063-859-4990
효드림재가노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-855-9405
효사랑노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-833-1033
원광효도마을 주간보호센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-850-9736
동행노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-843-1113
세영복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-841-7773
호호주간보호센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-853-3334
이든재활주간보호센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-841-1663
라온재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-837-1145
사랑샘재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-853-6153
사랑방노인복지익산센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-862-9900
남전노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-841-6895
우리사랑복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-857-0013
웅포재가복지요양센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-862-4455
한사랑재가노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-833-5936
A+행복한복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-838-9810
부모사랑재가노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-851-7220
북익산노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-855-0066
삼성실버타운,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-835-0475
가희재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-856-1428
사랑방노인복지함열센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-862-9966
함열 한마음주간보호센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-853-9988
은혜복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-854-4476
구세군월성노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-834-0693
서동의료기,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-842-2844
성심재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-855-9218
한민재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-836-0521
팔봉노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-831-5377
늘푸른재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-836-8565
성모노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-854-7049
신광노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-843-1230
선화재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-858-1004
우정재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,070-7608-2797
신석재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-841-4807
임마누엘노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-852-1794
정직한 재가노인지원서비스센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-842-1118
새봄재가노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-862-1280
축복재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-855-1496
원광효도마을 노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-853-9740
마한노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-832-0055
어르신재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-841-8880
믿음재가노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-856-1174
보은노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-855-0545
익산다복재가요양센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,060-722-5076
좋은우리재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-861-9929
가족사랑주야간보호센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-852-2655
우석노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-843-0777
어울림노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-835-9003
보듬재가복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-833-5511
경보의료기 익산,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-855-3329
사랑방노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-862-9900
용안효재가노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-861-7700
왕궁노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-832-5586
한마음노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-832-8685
사람과복지이야기,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-852-2010
효원재가노인복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-861-2717
익산시니어복지센터,전라북도,익산시,노인,재가노인복지시설,재가노인복지시설,063-858-8589
전북익산시니어클럽,전라북도,익산시,노인,노인일자리지원기관,노인일자리지원기관,063-834-0253
원광효도마을시니어클럽,전라북도,익산시,노인,노인일자리지원기관,노인일자리지원기관,063-842-5552
관촌원광수양원,전라북도,임실군,노인,노인의료복지시설,노인요양시설,063-643-6688
사랑요양원,전라북도,임실군,노인,노인의료복지시설,노인요양시설,063-642-9191
정드림 노인요양원,전라북도,임실군,노인,노인의료복지시설,노인요양시설,063-644-0188
한마음요양원,전라북도,임실군,노인,노인의료복지시설,노인요양공동생활가정,063-644-0010
굿모닝사랑원,전라북도,임실군,노인,노인의료복지시설,노인요양공동생활가정,063-642-4466
안나사랑원,전라북도,임실군,노인,노인의료복지시설,노인요양공동생활가정,063-642-5877
늘사랑요양원,전라북도,임실군,노인,노인의료복지시설,노인요양공동생활가정,063-642-0575
임실군북부권노인복지관,전라북도,임실군,노인,노인여가복지시설,노인복지관,063)642-3844
임실군노인종합복지관,전라북도,임실군,노인,노인여가복지시설,노인복지관,063-644-4438
늘사랑주간보호센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-642-0575
참행복복지용구,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-644-6611
한마음노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-644-0010
온누리재가노인지원센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-644-4580
정드림노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-644-0188
미소노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-644-5684
백세노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-644-1003
임실노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-642-0163
구세군덕치노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063)644-8288
임실효나눔재활주간보호센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-643-8880
복된노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-644-7890
섬김노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-642-1835
참조은노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-643-1126
오수노인복지센터,전라북도,임실군,노인,재가노인복지시설,재가노인복지시설,063-642-5454
임실시니어클럽,전라북도,임실군,노인,노인일자리지원기관,노인일자리지원기관,063-644-9661
만나의 집,전라북도,장수군,노인,노인주거복지시설,노인공동생활가정,010-5622-2364
밀알 그룹 홈,전라북도,장수군,노인,노인의료복지시설,노인요양시설,063-351-1925
장수노인전문요양원,전라북도,장수군,노인,노인의료복지시설,노인요양시설,063-351-6533
백세동안요양원,전라북도,장수군,노인,노인의료복지시설,노인요양시설,063-353-7179
장수밀알공동생활가정,전라북도,장수군,노인,노인의료복지시설,노인요양공동생활가정,063-351-9797
장수군노인복지관,전라북도,장수군,노인,노인여가복지시설,노인복지관,063-353-8286
밀알노인복지센터,전라북도,장수군,노인,재가노인복지시설,재가노인복지시설,063-351-9797
산서아가페재가복지센터,전라북도,장수군,노인,재가노인복지시설,재가노인복지시설,063-353-3700
백세동안재가노인복지센터,전라북도,장수군,노인,재가노인복지시설,재가노인복지시설,063-353-7179
훈훈한재가노인요양센터,전라북도,장수군,노인,재가노인복지시설,재가노인복지시설,063-351-6533
사랑으로 재가노인복지센터,전라북도,장수군,노인,재가노인복지시설,재가노인복지시설,063-352-8304
가족사랑 노인복지센터,전라북도,장수군,노인,재가노인복지시설,재가노인복지시설,063-351-8902
장수희망복지센터,전라북도,장수군,노인,재가노인복지시설,재가노인복지시설,063-353-5850
하늘내노인복지센터,전라북도,장수군,노인,재가노인복지시설,재가노인복지시설,063-352-0648
장수시니어클럽,전라북도,장수군,노인,노인일자리지원기관,노인일자리지원기관,063-352-3335
신성양로원,전라북도,전주시,노인,노인주거복지시설,양로시설,063-222-6007
안골노인복지센터,전라북도,전주시,노인,노인주거복지시설,양로시설,063-241-6435
옥성골든카운티,전라북도,전주시,노인,노인주거복지시설,노인복지주택,063-221-2645
마르페플래티늄요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-226-8826
행복의집,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-246-0360
솔내요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-275-9891
한빛노인복지센터,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-714-4000
화원요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-221-3696
이양재노인종합센터,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-282-2277
전주백세요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-241-1009
아로하요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-225-5050
하늘나무복지원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-222-1094
이레복지원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-224-3590
전주보훈요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-220-0777
우리너싱홈,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-212-7179
전주은혜마을,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-229-5100
엄마네집요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-288-7123
은혜를입은천사의집,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-228-1004
정다운사랑의집,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-223-5004
원광진양효도의집,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-232-3843
엄마네집요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,070-7724-9191
사랑마을 아가페하우스,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-232-5850
즐거운집노인요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-714-3535
선덕효심원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-221-9977
전주굿모닝요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-222-1800
쉼터요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-285-1122
새샘노인요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-245-0217
성예전문요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063)229-9393
우리실버요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-714-3840
한여울요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-231-0365
해피하우스 1호,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-0226-3804
가은요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-282-9241
늘푸른집,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-214-1332
따뜻한 사랑의 집,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-242-0689
우리요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-285-2190
성예실버홈,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-221-1311
노인사랑노인요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-226-9723
중인노인요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-901-0792
푸른 요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-244-1276
전주요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-252-2539
희락의문,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-242-0175
은혜요양원,전라북도,전주시,노인,노인의료복지시설,노인요양시설,063-214-7755
하늘정원요양원,전라북도,전주시,노인,노인의료복지시설,노인요양공동생활가정,063-222-3848
엘림노인요양원,전라북도,전주시,노인,노인의료복지시설,노인요양공동생활가정,063-277-1021
기린요양원,전라북도,전주시,노인,노인의료복지시설,노인요양공동생활가정,063-232-1577
효자성심원,전라북도,전주시,노인,노인의료복지시설,노인요양공동생활가정,063-221-8188
반석의집,전라북도,전주시,노인,노인의료복지시설,노인요양공동생활가정,063-253-1145
사랑의문,전라북도,전주시,노인,노인의료복지시설,노인요양공동생활가정,063-246-0175
전주인보노인복지센터,전라북도,전주시,노인,노인의료복지시설,노인요양공동생활가정,063-284-0295
드림요양원,전라북도,전주시,노인,노인의료복지시설,노인요양공동생활가정,063-251-9760
전라북도 노인복지관,전라북도,전주시,노인,노인여가복지시설,노인복지관,063-277-2086
안골노인복지관,전라북도,전주시,노인,노인여가복지시설,노인복지관,063-243-4377
양지노인복지관,전라북도,전주시,노인,노인여가복지시설,노인복지관,063-232-1000
꽃밭정이노인복지관,전라북도,전주시,노인,노인여가복지시설,노인복지관,063-237-0770
금암노인복지관,전라북도,전주시,노인,노인여가복지시설,노인복지관,063-253-5728
덕진노인복지관,전라북도,전주시,노인,노인여가복지시설,노인복지관,063-271-9336
서원노인복지관,전라북도,전주시,노인,노인여가복지시설,노인복지관,063-227-7481
마르페데이케어,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-277-9230
전주라온재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-232-6674
카네이션 재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-222-8730
미소재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-222-3478
돌봄재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-272-0539
다온재활주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-221-5723
새봄 재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063)237-5452
쉼터주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-223-6500
늘행복한 노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-226-9985
참편한 재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-252-1235
바른노인홈케어센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-282-1102
중앙의료기,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-236-5356
효자숲재활복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-229-2236
재활전문 주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-282-0503
이양재노인종합센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-282-2277
샬롬노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-224-8082
한마음재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-223-2633
으뜸재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-225-6008
소나무재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-909-0047
진달래 재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-228-0508
햇살노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-227-8296
전주보훈요양원 주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-220-0777
서원노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-227-7483
맘스인요양복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-278-0202
엠마오노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-231-5333
양지 노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-229-0031
전주굿모닝 주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-225-0066
꽃밭정이 노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-237-0770
더사랑드림재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-903-1549
전북재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-237-0113
자연숲 주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-272-6500
꿈마을재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-244-7020
중부노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-286-0057
누림재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-252-4512
파랑주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-282-8008
전주요양원 주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-252-2539
한빛노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-714-4000
행복한돌봄노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-231-0424
효경노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-227-1360
엘림 노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,070-4220-9015
즐거운집노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-714-3535
주신재활주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-714-4769
평화주간노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-223-5353
금암노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-253-6090
맘사랑재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-277-3533
우리너싱홈 주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-212-7942
한들재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-232-7890
엘림노인주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-277-1021
더 맘편한실버케어센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-273-3501
사랑맘 재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-242-8211
노아노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-226-5929
한우리복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-276-5557
송천노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-254-2758
전주재활주야간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-227-4021
버드나무재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-272-7281
남부재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-236-6070
에이스재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-237-4378
맑음주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-211-8050
강산재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-226-3478
다사랑노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-227-0923
전주노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-246-1366
참사랑복지용구,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-241-9850
늘푸른집 주야간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-214-1332
여명노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-224-5673
노인사랑노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-226-9723
