"시설명, 시도, 시군구, 시설유형(대), 시설유형(중), 시설유형(소), 연락처에 대한 조회리스트 정보 표 입니다.",,,,,,
시설명,시도,시군구,시설유형(대),시설유형(중),시설유형(소),연락처
전주효사랑 노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632738885
드림노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632519760
믿음재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632274977
전주중앙노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-283-1330
전주재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,639030707
집으로 재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632527941
더맘편한 주간보호센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632733501
전주도우누리 노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632879771
동행케어,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632773394
예은재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063) 227-5100
가정복지용구,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632779831
마더의료기,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,639096117
덕진노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,7082758777
힐링재가노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632270774
가족재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632774632
전주인보노인복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,063-284-0295
희망재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632721163
은빛재가복지센터,전라북도,전주시,노인,재가노인복지시설,재가노인복지시설,632251211
전주효자시니어클럽,전라북도,전주시,노인,노인일자리지원기관,노인일자리지원기관,063-236-8812
전북노인일자리센터,전라북도,전주시,노인,노인일자리지원기관,노인일자리지원기관,632559112
전주서원시니어클럽,전라북도,전주시,노인,노인일자리지원기관,노인일자리지원기관,632247482
전주시니어클럽,전라북도,전주시,노인,노인일자리지원기관,노인일자리지원기관,632836013
사랑마을아가페하우스,전라북도,전주시 완산구,노인,노인의료복지시설,노인요양시설,063-232-5850
희강원,전라북도,전주시 완산구,노인,노인의료복지시설,노인요양시설,063-222-7434
여명노인복지센터,전라북도,전주시 완산구,노인,재가노인복지시설,재가노인복지시설,063-224-5673
내장산실버아파트,전라북도,정읍시,노인,노인주거복지시설,노인복지주택,635346591
정읍노인복지요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,635330222
정읍시립요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-537-0640
크로바실버빌,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-538-8505
온누리행복한집,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-534-0063
들꽃마을,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-538-1231
정읍원광보은의집,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-536-7720
에덴요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,635717766
다올노인전문요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,635332000
보듬우리원소규모요양시설,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-571-5707
정읍은혜의집,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-538-0075
동행요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-538-1010
섬김의집요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,635359510
파라다이스요양원,전라북도,정읍시,노인,노인의료복지시설,노인요양시설,063-533-5402
둥지원,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,635712426
햇살가득,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,635369988
오손도손,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,635385698
예수원,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,635333004
느티나무,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-537-2051
행복한 집,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-538-5736
삼원요양공동생활가정,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,635371776
하늘향노인복지센터,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,063-571-9009
늘푸른실버홈 노인복지센터,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,635387514
효나눔,전라북도,정읍시,노인,노인의료복지시설,노인요양공동생활가정,635339053
섬진강댐노인복지관,전라북도,정읍시,노인,노인여가복지시설,노인복지관,063-531-0063
정읍시북부노인복지관,전라북도,정읍시,노인,노인여가복지시설,노인복지관,063-571-9051
정읍시 실버 노인복지관,전라북도,정읍시,노인,노인여가복지시설,노인복지관,635383609
정읍시노인복지관,전라북도,정읍시,노인,노인여가복지시설,노인복지관,063-538-3606
삼원주야간복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635371776
더큰나무 재활주간보호센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635355757
정읍삼육노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-535-3009
한결재가센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635331739
호남재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635361231
건강한재가노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635387080
든든한 재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635350821
삼육재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635713680
크로바실버빌,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-538-8505
보듬우리원소규모요양시설,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-571-5707
모심재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635339959
어른사랑노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635336255
들꽃마을 주간보호센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-538-1231
참좋은 재가 노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635310321
늘 행복한노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,7041307755
엠에스 메디,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,639276071
정읍방문간호센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635348074
고은재가노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635323232
태인재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635345577
다솜지기재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635337705
한빛복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635358688
성공회행복노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-535-0252
성은재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635364878
늘푸른 재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635366751
풀잎재가복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635386093
하늘향노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,063-571-9009
서담의료기,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,639273007
칠보노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635387116
늘푸른실버홈 노인복지센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635387514
다올재활주간보호센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635332000
섬기는 요양센터,전라북도,정읍시,노인,재가노인복지시설,재가노인복지시설,635327080
정읍시니어클럽,전라북도,정읍시,노인,노인일자리지원기관,노인일자리지원기관,063-535-5101
믿음의 집,전라북도,진안군,노인,노인의료복지시설,노인요양시설,063-433-6880
마이숲요양원,전라북도,진안군,노인,노인의료복지시설,노인요양시설,634339022
진안군복합노인복지타운 노인요양원,전라북도,진안군,노인,노인의료복지시설,노인요양시설,063-432-8800
백운노인선교원,전라북도,진안군,노인,노인의료복지시설,노인요양시설,063-432-8515
반월노인사랑의집,전라북도,진안군,노인,노인의료복지시설,노인요양시설,063-433-6888
햇살어울림,전라북도,진안군,노인,노인의료복지시설,노인요양공동생활가정,634326630
임마누엘노인요양공동생활가정,전라북도,진안군,노인,노인의료복지시설,노인요양공동생활가정,063-432-3440
행복한집,전라북도,진안군,노인,노인의료복지시설,노인요양공동생활가정,634338584
진안군복합노인복지타운 노인복지관,전라북도,진안군,노인,노인여가복지시설,노인복지관,063)433-7799
나눔재가복지센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634325160
진안단양노인복지센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634332843
금강복지센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634329998
가나복지센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634336478
진안군의료원방문간호센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634307111
같이 노인주간보호센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634325959
임마누엘노인복지센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,063-432-3440
행복한 주간보호센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634323388
진안군복합노인복지타운 노인주야간보호센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634337798
진안노인복지센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634329939
진무장재가복지센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,063-433-1913
임마누엘재가노인복지센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,063-433-8140
믿음의집 병설 밀알재가노인복지센터,전라북도,진안군,노인,재가노인복지시설,재가노인복지시설,634336877
진안시니어클럽,전라북도,진안군,노인,노인일자리지원기관,노인일자리지원기관,634332233
전라북도노인보호전문기관,전라북도,,노인,노인보호전문기관,노인보호전문기관,063-273-1389
전북서부노인보호전문기관,전라북도,,노인,노인보호전문기관,노인보호전문기관,634431389
전북노인일자리센터,전라북도,,노인,노인일자리지원기관,노인일자리지원기관,632559112
전북학대피해노인전용쉼터,전라북도,,노인,학대피해노인 전용쉼터,학대피해노인 전용쉼터,632731281
강진양로원,전라남도,강진군,노인,노인주거복지시설,양로시설,061-433-5988
행복한집,전라남도,강진군,노인,노인의료복지시설,노인요양시설,061-0433-7705
은빛마을,전라남도,강진군,노인,노인의료복지시설,노인요양시설,061-432-5731
강진효요양원,전라남도,강진군,노인,노인의료복지시설,노인요양시설,614341008
바라밀강진실버하우스,전라남도,강진군,노인,노인의료복지시설,노인요양시설,061-433-5664
강진군노인전문요양원,전라남도,강진군,노인,노인의료복지시설,노인요양시설,061-434-9966
사랑둥지,전라남도,강진군,노인,노인의료복지시설,노인요양공동생활가정,061-434-1137
도암 소망의집,전라남도,강진군,노인,노인의료복지시설,노인요양공동생활가정,061-433-1450
강진사랑의집,전라남도,강진군,노인,노인의료복지시설,노인요양공동생활가정,061-432-8003
은빛마을,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,614325731
강진아미타 재가노인복지센터,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,614330292
사랑해요재가노인복지센터,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,614336016
함께하는노인복지센터,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,614349972
달마지재가복지센터,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,614339934
강진노인복지센터,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,061-432-8003
강진노인복지센터,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,061-433-8006
행복한집,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,061-433-7705
강진노인복지센터,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,061-433-8006
신전재가노인복지센터,전라남도,강진군,노인,재가노인복지시설,재가노인복지시설,614349956
참빛사랑요양원,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-834-0401
고흥영화의집,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-835-0607
고흥군 노인전문요양원,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-830-4110
믿음의 집,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-835-7895
참빛요양원,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-834-0401
원광녹동효도마을,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-842-0090
고흥종합노인요양원,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-830-4300
천사로요양센터,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,618328533
고흥섬돌마을,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-833-3091
녹동현대전문요양원,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,618401700
봉두요양원,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-835-5003
고흥실버타운요양원,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,618350931
힐링요양원,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,618352882
고흥종합복지센터,전라남도,고흥군,노인,노인의료복지시설,노인요양시설,061-832-0606
녹동어울림,전라남도,고흥군,노인,노인의료복지시설,노인요양공동생활가정,061-842-1002
고흥군 노인복지관,전라남도,고흥군,노인,노인여가복지시설,노인복지관,061-830-4200
청춘실버대학,전라남도,고흥군,노인,노인여가복지시설,노인교실,1058788750
선한손노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618322142
동광노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618348676
녹동온누리노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618426450
힐링포유재가센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618433200
봉두재가노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,061-835-5003
고흥소망의집,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,061-835-0607
나로도노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618359285
녹동제일노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618422012
효자노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618340303
고흥마음애노인주야간보호센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618343052
녹동한사랑재가노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618424181
고흥종합복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618320606
고흥효나누리재가복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618328312
사랑나눔복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,061-833-5188
가선사회적협동조합,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618322552
한마음재가노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618359118
참빛종합재가노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,061-834-0403
도양노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618429600
새한별노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618323777
드림주간보호센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618439911
샬롬복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618357997
일오삼섬김의집,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618321530
참사랑노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,061-843-4805
고흥행복노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,061-835-6588
고흥주간복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618348809
도화안정재가센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618324577
고흥나눔노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618322146
풍양노인복지센터,전라남도,고흥군,노인,재가노인복지시설,재가노인복지시설,618442086
고흥시니어클럽,전라남도,고흥군,노인,노인일자리지원기관,노인일자리지원기관,618335507
축복의집,전라남도,곡성군,노인,노인주거복지시설,양로시설,061-0363-6448
학림원,전라남도,곡성군,노인,노인의료복지시설,노인요양시설,613629000
심청골효도의집,전라남도,곡성군,노인,노인의료복지시설,노인요양시설,061-363-4438
꿈꾸는노인요양시설,전라남도,곡성군,노인,노인의료복지시설,노인요양시설,061-362-5553
바울요양원,전라남도,곡성군,노인,노인의료복지시설,노인요양시설,061-362-3408
삼기노인요양원,전라남도,곡성군,노인,노인의료복지시설,노인요양시설,613638558
하늘위의 집,전라남도,곡성군,노인,노인의료복지시설,노인요양시설,061-363-4599
곡성노인복지센터,전라남도,곡성군,노인,노인의료복지시설,노인요양공동생활가정,061-362-4940
효사랑노인복지센터,전라남도,곡성군,노인,노인의료복지시설,노인요양공동생활가정,061-362-0235
곡성로뎀노인복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,613630691
곡성행복한노인복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,613632353
심청노인복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,061-362-3484
옥과노인복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,613621963
사랑나눔노인복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,061-363-4379
조은노인복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,613620555
학림원,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,613629000
주사랑재가노인복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,613626009
느티나무재가복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,613630126
곡성로뎀주간보호센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,061-363-9980
원등노인복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,061-363-3878
옥과100세부모님학교,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,613639962
은광재가복지센터,전라남도,곡성군,노인,재가노인복지시설,재가노인복지시설,613633800
곡성시니어클럽,전라남도,곡성군,노인,복합노인복지시설,복합노인복지시설,061-362-6995
곡성시니어클럽,전라남도,곡성군,노인,노인일자리지원기관,노인일자리지원기관,061-362-6995
광양노인복지센터,전라남도,광양시,노인,노인주거복지시설,양로시설,061-762-1691
광양칠성노인요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,061-762-6790
아로마요양원2,전라남도,광양시,노인,노인의료복지시설,노인요양시설,061-792-0179
대한노인요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,617613007
매천요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,617615791
실버랜드요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,617638899
우리동산요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,061-761-8868
광양진상노인요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,061-772-6790
마로현노인요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,617622300
봉강노인요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,061-762-1691
느티나무요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,617613111
광양시노인전문요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,061-794-3881
사랑요양원,전라남도,광양시,노인,노인의료복지시설,노인요양시설,061-762-1066
복드림요양원,전라남도,광양시,노인,노인의료복지시설,노인요양공동생활가정,061-763-4177
평화요양원,전라남도,광양시,노인,노인의료복지시설,노인요양공동생활가정,617635577
광영사랑요양원,전라남도,광양시,노인,노인의료복지시설,노인요양공동생활가정,619134844
중마사랑요양원,전라남도,광양시,노인,노인의료복지시설,노인요양공동생활가정,617954408
노경회 노인복지센터,전라남도,광양시,노인,노인의료복지시설,노인요양공동생활가정,061-772-2717
동화요양원,전라남도,광양시,노인,노인의료복지시설,노인요양공동생활가정,617630159
그루터기요양원,전라남도,광양시,노인,노인의료복지시설,노인요양공동생활가정,617629951
광양노인복지관,전라남도,광양시,노인,노인여가복지시설,노인복지관,061-797-2650
중마노인복지관,전라남도,광양시,노인,노인여가복지시설,노인복지관,061-794-9988
봄날주야간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,061-7929385
행복드림주야간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617639785
마동노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,1062018257
무지개노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617620867
동행노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617724334
광양노인목욕재가센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617625484
돌담재가복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617620100
광양용강주야간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,061-761-3353
의미있는 노인주간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617921315
우리동네방문간호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,619130188
담안노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617931227
대한노인주야간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617613007
채움재가노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617613030
노경회노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,061-772-2717
백운노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,061-762-7157
목성노인요양센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617628003
광양칠성노인요양원,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,061-762-6790
늘푸른방문요양센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,619130866
아로마재가노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,061-791-0179
일성노인주간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617616245
장수노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617617869
감나무협동조합재가복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617612533
행복한주야간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617634774
효정노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617945661
가가호호주간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617627770
중마사랑재가노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617954408
매화꽃주야간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,061-762-5388
고운손방문요양센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,061-761-7177
벧엘노인주야간보호센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617924091
광양의료기복지용구센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,061-792-1477
광영사랑 재가노인복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,619134844
기백재가복지센터,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,107638339
라파재가노인복지센타,전라남도,광양시,노인,재가노인복지시설,재가노인복지시설,617921014
광양시니어클럽,전라남도,광양시,노인,노인일자리지원기관,노인일자리지원기관,617957200
구례원광복지센터,전라남도,구례군,노인,노인의료복지시설,노인요양시설,061-781-9888
정다운메디칼센터,전라남도,구례군,노인,노인의료복지시설,노인요양시설,617808800
구례군노인전문요양원,전라남도,구례군,노인,노인의료복지시설,노인요양시설,617819494
지리산삼성요양원,전라남도,구례군,노인,노인의료복지시설,노인요양시설,061-782-2448
무지개요양원,전라남도,구례군,노인,노인의료복지시설,노인요양시설,061-781-5266
소나무노인복지센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,617821567
우리노인복지센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,061-782-0204
구례원광복지센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,061-782-8447
구례정원노인복지센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,617830251
동행 재가복지센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,617819955
구례섬김 노인복지센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,617835555
더나은방문간호센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,617816459
구례재가사랑노인복지센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,061-781-9462
수지노인복지센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,617838887
구례재가복지센터,전라남도,구례군,노인,재가노인복지시설,재가노인복지시설,061-783-7887
사랑과평화의집,전라남도,나주시,노인,노인주거복지시설,양로시설,061-337-2478
나주시양로원,전라남도,나주시,노인,노인주거복지시설,양로시설,061-337-9996
사랑의집,전라남도,나주시,노인,노인주거복지시설,노인공동생활가정,613352772
덕인실버홈,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-335-8383
영산포제일노인요양시설,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-330-9929
한우리요양원,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613358871
천사실버빌요양원,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613311881
나주시노인요양원,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-339-2628
효심노인요양원,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613378300
(재)대한불교조계종유지재단 백양실버타운,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-333-5621
효성노인요양원,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613371000
수덕의 집,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-337-7006
효담실버타운,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613345070
청명실버타운,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613373400
도울실버타운,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-334-2050
전남노인요양원 휴,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613341855
행복의집,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-336-0822
나주동신요양원,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-801-9000
참빛요양원,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613358899
실버스토리 요양원,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613343977
요안나의 집,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-335-0260
나주실버케어센터,전라남도,나주시,노인,노인의료복지시설,노인요양시설,061-336-1114
나주한국요양원,전라남도,나주시,노인,노인의료복지시설,노인요양시설,613309009
효정원,전라남도,나주시,노인,노인의료복지시설,노인요양공동생활가정,613357373
효녀심청의집,전라남도,나주시,노인,노인의료복지시설,노인요양공동생활가정,061-336-9082
한빛요양원,전라남도,나주시,노인,노인의료복지시설,노인요양공동생활가정,613358899
둥지요양원,전라남도,나주시,노인,노인의료복지시설,노인요양공동생활가정,613367465
보화노인복지센터,전라남도,나주시,노인,노인의료복지시설,노인요양공동생활가정,061-333-4009
나주시중부노인복지관,전라남도,나주시,노인,노인여가복지시설,노인복지관,613338900
나주시노인복지관,전라남도,나주시,노인,노인여가복지시설,노인복지관,061-334-7726
영산사랑요양센터,전라남도,나주시,노인,재가노인복지시설,재가노인복지시설,619603911
구세군나주주간보호센터,전라남도,나주시,노인,재가노인복지시설,재가노인복지시설,613325844
연리지재가복지센터,전라남도,나주시,노인,재가노인복지시설,재가노인복지시설,613345567
금호노인복지센터,전라남도,나주시,노인,재가노인복지시설,재가노인복지시설,613357833
이화노인복지센터,전라남도,나주시,노인,재가노인복지시설,재가노인복지시설,619306232
