시도,시군구,센터명,장소/위치,이용정원,연락처
부산광역시,동구,동구청[체험존],부산광역시 동구 구청로 1 (수정동)동구청 2층 로비,10명,051-987-0201 
울산광역시,울주군,언양향교,울산광역시 울주군 삼남읍 서향교1길 55 (교동리 1086),10명,1899-9119
대구광역시,달성군,다온청소년사랑나눔,대구광역시 달성군 다사읍 서재로 144 ,8명,053-214-1801
전라남도,함평군,함평군노인복지관[체험존],전라남도 함평군 함평읍 들샘길 36 함평군노인복지관 1층 로비,10명,1566-6105
대전광역시,동구,용운종합사회복지관 [체험존],대전광역시 동구 용운로 110 (용운동)1층,10명,042)716-0198
부산광역시,사상구,사상구장애인복지관,부산광역시 사상구 모라로192번길 21 (모라동)사상구장애인복지관,10명,051-987-0201 
전라남도,여수시,여수시노인복지관[체험존],전라남도 여수시 학동서4길 58-16 (학동)여수시노인복지관 (본관 뒤 1층 로비 북카페),10명,1566-6105
서울특별시,종로구,종로장애인복지관,서울특별시 종로구 자하문로 89 (신교동)세종마을 푸르메센터 3층,10명,1544-9782
울산광역시,남구,울산푸른학교,울산광역시 남구 월평로 64 (신정동)3층,10명,1600-6408
경상남도,산청군,산청군 농업기술센터[체험존],경상남도 산청군 산청읍 물안실로 8-1 2층,10명,055-213-2775
강원도,인제군,인제군 노인지회[체험존],강원도 인제군 인제읍 인제로225번길 10-3 인제군 노인지회 2층 사무실,10명,033-910-0834
대전광역시,대덕구,대덕구북부노인복지관,대전광역시 대덕구 신탄진로681번길 6 (덕암동)1층,10명,042-716-0198
전라남도,신안군,신안임자만났네협동조합[체험존],전라남도 신안군 임자면 임자로 98 신안임자만났네협동조합 1층 교육장,20명,070-5117-4057
경기도,군포시,오금마을 정보센터[체험존],"경기도 군포시 오금로 43 (금정동, 율곡아파트)2층 로비",10명,1600-6813
서울특별시,관악구,강감찬관악종합사회복지관,서울특별시 관악구 양녕로 74 (봉천동)강감찬관악복지관 구암빌딩 2층,10명,1544-9782
대구광역시,달성군,달성군여성문화복지센터,대구광역시 달성군 화원읍 성천로 5 달성군여성문화복지센터 5층 프로그램실,15명,053-214-1801
인천광역시,부평구,백운 e-배움터 [체험존],인천광역시 부평구 마장로 82 (십정동)부평3동주민센터 4층 세미나실 안,10명,1644-5561
충청남도,공주시,공주시장애인종합복지관[체험존],충청남도 공주시 의당로 23 (신관동)공주시장애인종합복지관 1층 로비,20명,041-415-1097(8)
강원도,양양군,양양군노인복지관[체험존],강원도 양양군 양양읍 일출로 540 1층 로비(인포메이션 옆),10명,033-910-0834
서울특별시,양천구,목동실버복지문화센터,서울특별시 양천구 목동중앙로3길 21 (목동)목동실버복지문화센터 프로그램3실,10명,1544-9782
경기도,수원시,SK청솔노인복지관[체험존],경기도 수원시 장안구 장안로 174 (정자동)SK청솔노인복지관 3층 로비,10명,1600-6813
부산광역시,부산진구,성지문화원,부산광역시 부산진구 동평로94번길 28 (당감동)성지문화원,15명,051-987-0201 
부산광역시,동래구,동래구청[체험존],부산광역시 동래구 온천천로359번길 70 (낙민동)동래구청 로비,10명,051-987-0201 
경상남도,거제시,거제시 하청도서관[체험존],경상남도 거제시 하청면 하청로 12-7 하청도서관,15명,055-213-2775
대전광역시,대덕구,대덕구노인종합복지관 [체험존],대전광역시 대덕구 계족로740번길 80 (읍내동)2층,10명,042)716-0198
충청남도,태안군,솔로몬지역아동센터,충청남도 태안군 근흥면 도황길 185-12 솔로몬지역아동센터,10명,041-415-1097
서울특별시,강북구,번동2단지 종합사회 복지관,"서울특별시 강북구 한천로105길 24 (번동, 번동2단지주공아파트)번동2단지 종합사회복지관 본관 지하1층 소통방",10명,1544-9782
서울특별시,서대문구,홍은2동 주민센터,서울특별시 서대문구 모래내로 334 (홍은동)2층,10명,1544-9782
전라남도,영광군,영광선행공동체일곱빛깔[체험존],전라남도 영광군 군서면 천년로7길 45-2 시나브로문화예술협동조합 프로그램실,10명,1566-6105
부산광역시,수영구,수영구 평생학습관[체험존],부산광역시 수영구 수영로521번길 77 (광안동)3층 정보화교육장,10명,051-987-0201 
울산광역시,중구,함월노인복지관,울산광역시 중구 종가3길 15 (유곡동)3층 컴퓨터실,20명,1899-9119
경기도,안산시,안산 평생학습관,경기도 안산시 상록구 차돌배기로 24-1 (사동)안산 평생학습관 1층,10명,1600-6813
광주광역시,광산구,더불어락광산구노인복지관[체험존],광주광역시 광산구 목련로 156 (운남동)1층 도서관,5명,062-224-0096
울산광역시,울주군,울주생활문화센터,울산광역시 울주군 두서면 인보로 95 울주 생활문화센터 2층 다목적실,24명,1899-9119
부산광역시,중구,중구청[체험존],부산광역시 중구 중구로 120 (대청동1가)정보화교육장,10명,051-987-0201 
대전광역시,동구,행복배움터,대전광역시 동구 계족로 151 (대동)5층 대동 지식산업센터,10명,042-716-0198
충청남도,홍성군,홍성적십자봉사관,충청남도 홍성군 홍성읍 내포로146번길 12-16 홍성적십자봉사관,20명,041-415-1097(8)
서울특별시,강남구,청담 평생 학습관 [체험존],서울특별시 강남구 학동로67길 11 (청담동)지하 1층 교실,10명,1544-9782
대구광역시,달서구,상인2동 행정복지센터,대구광역시 달서구 상원로 27 (상인동),12명,053-214-1801
서울특별시,동대문구,휘경주민센터 [체험존],서울특별시 동대문구 외대역동로6길 3 (휘경동)휘경1동 주민센터 3층,5명,1544-9782
부산광역시,금정구,부산국학원,부산광역시 금정구 중앙대로 2110 (청룡동)4층 402호,10명,070-5029-0817
전라북도,전주시,전주역 도시재생현장센터[체험존],전라북도 전주시 덕진구 백제대로 815 (우아동3가)1층,10명,1899-6222
부산광역시,남구,남구 장애인복지관,부산광역시 남구 조각공원로11번길 38 (대연동)남구 장애인복지관,10명,070-5029-0817
서울특별시,성동구,성동노인종합복지관,서울특별시 성동구 마조로 77 (마장동)2층 컴퓨터실,20명,1544-9782
광주광역시,서구,디지털역량센터[체험존],"광주광역시 서구 상무민주로 120 (쌍촌동, 우미 아트빌)201동 107호",5명,062-224-0096
경기도,용인시,상하지역 아동센터,경기도 용인시 기흥구 중부대로 820-30 (상하동)상하지역 아동센터 1층 ,10명,1600-6813
부산광역시,강서구,부산국회도서관,부산광역시 강서구 명지국제1로 161 (명지동)부산국회도서관,10명,051-987-0201 
서울특별시,광진구,중곡문화체육센터 도서관,서울특별시 광진구 능동로 433 (중곡동)3층 소강의실,10명,1544-9782
충청북도,단양군,단양군평생학습센터[체험존],충청북도 단양군 단양읍 중앙1로 32 단양군 평생학습센터 2층 컴퓨터실,10명,043-900-5006
경상남도,함안군,함안군청[체험존],경상남도 함안군 가야읍 말산로 1 3층,10명,055-213-2775
대전광역시,유성구,전민평생학습센터,대전광역시 유성구 엑스포로 438 (문지동)2층 정보화실,10명,042-716-0198
제주특별자치도,제주시,제주시청,제주특별자치도 제주시 광양9길 10 (이도이동)3별관 4층,10명,1899-8723
경기도,부천시,상동도서관[체험존],경기도 부천시 상이로 12 (상동)3층 휴게실,10명,1600-6813
제주특별자치도,제주시,외도다목적생활문화센터,제주특별자치도 제주시 우정로15길 42-7 (외도일동)외도다목적생활문화센터 2층,10명,1899-8723
대구광역시,동구,강동어르신행복센터,대구광역시 동구 안심로 190 (신기동)3층 컴퓨터실,20명,053-214-1801
강원도,정선군,사북읍 사북공공도서관[체험존],강원도 정선군 사북읍 파랑새길 33 사북읍 공공도서관 2층 로비,15명,033-910-0833
울산광역시,울주군,울주생활문화센터,울산광역시 울주군 두서면 인보로 95 울주 생활문화센터 2층 다목적실,24명,1899-9119
부산광역시,기장군,꿈꾸는작은도서관,부산광역시 기장군 정관읍 방곡로 29 (이지더원5차)이지더원5차 505동 꿈구는작은도서관,12명,070-5029-0817
서울특별시,노원구,마들종합사회복지관 [체험존],"서울특별시 노원구 동일로210길 22 (중계동, 중계주공1단지아파트)2층 정보화교실",10명,1544-9782
부산광역시,중구,마니맘,부산광역시 중구 대청로 63-1 (보수동1가)5층 마니맘,10명,070-5029-0817
경상남도,진주시,진주시 초전동 배움터[체험존],경상남도 진주시 초전남로 39 (초전동)4층,15명,055-213-2775
강원도,춘천시,춘천동부노인복지관[체험존],강원도 춘천시 동면 세실로 250 춘천동부노인복지관,10명,033-910-0833
부산광역시,서구,부산서구건강가정다문화지원센터,부산광역시 서구 구덕로 127 (토성동5가)서구가족센터 6층,5명,070-5029-0817
광주광역시,서구,디지털역량센터[체험존],"광주광역시 서구 상무민주로 120 (쌍촌동, 우미 아트빌)201동 107호",5명,062-224-0096
충청남도,계룡시,계룡시종합사회복지관,충청남도 계룡시 엄사면 문화1로 7 계룡시종합사회복지관 1층 컴퓨터실,20명,041-415-1097~98
충청남도,홍성군,홍성노인종합복지관[체험존],충청남도 홍성군 홍성읍 내포로146번길 30-11 홍성노인종합복지관 로비,20명,041-415-1097(8)
부산광역시,금정구,금정도서관[체험존],부산광역시 금정구 금정도서관로 33 (청룡동)금정도서관 1층 로비,10명,051-987-0201 
경상남도,합천군,합천군 종합사회복지관[체험존],경상남도 합천군 합천읍 동서로 39 종합사회복지관 3층,10명,055-213-2775
대전광역시,중구,동부다문화교육센터 [체험존],대전광역시 중구 대흥로 134 (대흥동)1층 체험존,10명,042)716-0198
서울특별시,금천구,금천노인종합복지관 [체험존],서울특별시 금천구 시흥대로51길 93-32 (시흥동)2층 ,20명,1544-9782
대전광역시,동구,행복배움터,대전광역시 동구 계족로 151 (대동)5층 대동 지식산업센터,10명,042-716-0198
인천광역시,남동구,미추홀도서관 [체험존],인천광역시 남동구 인주대로776번길 53 (구월동)미추홀도서관 (3층 컴퓨터교육실),10명,1644-5561
충청남도,부여군,부여군노인종합복지관[체험존],충청남도 부여군 규암면 아름1로 48 부여군노인종합복지관 1층 컴퓨터실,15명,041-415-1097(8)
경기도,광주시,광주시배움터[체험존],경기도 광주시 광주대로97번길 18 (송정동)지하 1층,10명,1600-6813
서울특별시,강북구,한국복지정보통신협의회(서울 강북) [체험존],서울특별시 강북구 솔매로50길 43 (미아동)KT미아빌딩 별관2동 2층 강의실,10명,1544-9782
울산광역시,동구,동울산주차장 고객지원센터[체험존］,"울산광역시 동구 진성3길 59, 2층2층 사무실 안",24명,1899-9119
대구광역시,동구,검사제1경로당,대구광역시 동구 해동로 178 (검사동)2층 커뮤니티실,10명,053-214-1801
경기도,안산시,단원구청,경기도 안산시 단원구 화랑로 250 (초지동)단원구청2층,10명,1600-6813
충청북도,증평군,증평군노인복지관[체험존],충청북도 증평군 증평읍 보건복지로 64-2 증평군노인복지관 2층 프로그램실,10명,043-900-5006
경기도,양평군,양평군청[체험존],경기도 양평군 양평읍 군청앞길 2 양평군청 지하1층 로비,10명,1600-6813
경상남도,창원시,창원대학교[체험존],경상남도 창원시 의창구 창원대학로 20 (퇴촌동)4호관 산-102호,10명,055-213-2775
광주광역시,남구,광주남구생활문화센터[체험존],광주광역시 남구 봉선로 208 (봉선동)1층 북카페,5명,062-224-0096
경기도,양평군,강하주민자치센터,경기도 양평군 강하면 운심길 78-2 강하주민자치센터1층,10명,1600-6813
경상남도,창원시,중앙평생학습센터,경상남도 창원시 성산구 원이대로580번길 34 (중앙동)중앙평생학습센터,10명,055-213-2775
부산광역시,서구,서구노인복지관,부산광역시 서구 장군산로46번길 21 (암남동)서구노인복지관,10명,070-5029-0817
인천광역시,동구,동구청 [체험존],인천광역시 동구 금곡로 67 (송림동)동구청정보화교육장 (  본관 5층 ) 전산교육장 안,10명,1644-5561
대구광역시,동구,검사제1경로당,대구광역시 동구 해동로 178 (검사동)2층 커뮤니티실,10명,053-214-1801
서울특별시,동작구,동작구장애인가족지원센터 [체험존],"서울특별시 동작구 보라매로5가길 16 (신대방동, 보라매아카데미타워)동작구장애인가족지원센터 내부(대기실)",10명,1544-9782
경상북도,상주시,상주시노인종합복지관[체험존],경상북도 상주시 중앙로 111 (무양동)상주시노인종합복지관(1층 로비),6명,054-841-2182
부산광역시,북구,북구다문화가족지원센터,부산광역시 북구 효열로 76화정종합사회복지관 내 북구다문화가족지원센터,10명,070-5029-0817
인천광역시,미추홀구,용마루 평생학습관 [체험존],"인천광역시 미추홀구 낙섬중로 129 (용현동, 엘에이치미추홀3단지)용마루지역학습센터 (2층) 복도 ",10명,1644-5561
부산광역시,강서구,부산국회도서관,부산광역시 강서구 명지국제1로 161 (명지동)부산국회도서관,10명,051-987-0201 
대전광역시,동구,가양2동주민자치회,대전광역시 동구 흥룡로 33 (가양동)가양2동주민자치회,20명,042)716-0198
대구광역시,서구,서대구주간보호센터,대구광역시 서구 통학로 175-6 (평리동)3층,10명,053-214-1801
대전광역시,서구,도솔청소년문화의집,대전광역시 서구 배재로197번길 41 (도마동)도솔청소년문화의집,10명,042-716-0198
대전광역시,동구,행복배움터,대전광역시 동구 계족로 151 (대동)5층 대동 지식산업센터,10명,042-716-0198
전라남도,장흥군,장흥군노인복지관[체험존],전라남도 장흥군 장흥읍 동교1길 57 장흥군노인복지관 1층 휴게공간,10명,1566-6105
강원도,평창군,봉평노인복지회관[체험존],강원도 평창군 봉평면 기풍로 121 봉평노인복지회관 내,10명,033-910-0833
부산광역시,연제구,밤골작은도서관,부산광역시 연제구 금련로24번길 33 (연산동)연산3동 밤골도서관,9명,070-5029-0817
충청남도,아산시,아산 서부종합사회복지관,충청남도 아산시 도고면 도고면로110번길 16 아산서부종합사회복지관,20명,041-415-1097(8)
전라남도,목포시,목포어린이도서관[체험존],전라남도 목포시 옥암로186번길 30-7 (석현동)1층 휴게실,10명,1566-6105
부산광역시,동구,동구청[체험존],부산광역시 동구 구청로 1 (수정동)동구청 2층 로비,10명,051-987-0201 
경상남도,고성군,고성군 청소년센터 온[체험존],경상남도 고성군 고성읍 성내로 61 고성군 청소년센터 온 1층 숨고르기,10명,055-213-2775
대전광역시,중구,보건대학교평생교육원,대전광역시 중구 대종로 468 (대흥동)천우빌딩 4층 교육장,10명,042-716-0198
경기도,안산시,단원구청[체험존],경기도 안산시 단원구 화랑로 250 (초지동)단원구청2층 로비 식당 가는방향,10명,1600-6813
경상남도,밀양시,밀양시 정보화교육장[체험존],경상남도 밀양시 용평로 179 (용평동)밀양시 정보화교육장 1층,28명,055-213-2775
대전광역시,서구,대전발달장애인훈련센터 [체험존],대전광역시 서구 둔산북로 56 (둔산동)8층,10명,042)716-0198
부산광역시,서구,파란나래 돌봄센터,부산광역시 서구 망양로 29 (서대신동3가)2층 파란나래돌봄센터,10명,051-987-0201 
전라남도,보성군,보성군노인복지관[체험존],전라남도 보성군 벌교읍 신정길 47-23 보성군노인복지관 1층 로비,10명,1566-6105
부산광역시,부산진구,부산진구청[체험존],부산광역시 부산진구 시민공원로 30 (부암동)부산진구청 11층 북카페,10명,051-987-0201 
전라남도,해남군,해남군청[체험존],전라남도 해남군 해남읍 군청길 4 해남군청 로비,10명,1566-6105
대구광역시,동구,강동어르신행복센터,대구광역시 동구 안심로 190 (신기동)3층 컴퓨터실,20명,053-214-1801
강원도,정선군,사북읍 사북공공도서관[체험존],강원도 정선군 사북읍 파랑새길 33 사북읍 공공도서관 2층 로비,15명,033-910-0833
서울특별시,은평구,은평구립신사노인복지관,서울특별시 은평구 증산로15길 47 (신사동)2층,10명,1544-9782
충청남도,서산시,회포정보화마을[체험존],충청남도 서산시 대산읍 운산나루터길 37-16 회포정보화마을 회관 1층 로비,20명,041-415-1097(8)
대구광역시,달서구,상인2동 행정복지센터,대구광역시 달서구 상원로 27 (상인동),12명,053-214-1801
전라북도,장수군,장수군노인장애인복지관[체험존],전라북도 장수군 장수읍 노하3길 16 2층,10명,1899-6222
부산광역시,부산진구,부산노인회관,부산광역시 부산진구 중앙대로 852,10명,070-5029-0817
대구광역시,동구,팔공정보문화센터[체험존],대구광역시 동구 효신로 34 (효목동)팔공정보문화센터 1층 로비,5명,053-214-1801
충청북도,증평군,증평군노인복지관[체험존],충청북도 증평군 증평읍 보건복지로 64-2 증평군노인복지관 2층 프로그램실,10명,043-900-5006
경상북도,상주시,상주시노인종합복지관[체험존],경상북도 상주시 중앙로 111 (무양동)상주시노인종합복지관(1층 로비),6명,054-841-2182
경기도,안양시,안양 만안노인복지회관[체험존],경기도 안양시 만안구 냉천로153번길 15 (안양동)안양 만안노인복지회관 1층 로비,10명,1600-6813
대구광역시,달서구,본동종합사회복지관,"대구광역시 달서구 송현로 113 (송현동, 본동주공임대아파트)본동종합사회복지관 2층 평생교육실",10명,053-214-1801
충청북도,청주시,충청북도노인종합복지관[체험존],충청북도 청주시 서원구 흥덕로 42 (사직동)충청북도노인종합복지관 1층 로비,10명,043-900-5006
대구광역시,수성구,두산평생학습센터[체험존],대구광역시 수성구 들안로16길 78 (두산동)2층 복도,5명,053-214-1801
충청남도,태안군,태안 교육문화센터[체험존],충청남도 태안군 태안읍 백화로 180 태안 교육문화센터 1층 로비,15명,041-415-1097(8)
서울특별시,종로구,종로노인종합 사회복지관 [체험존],서울특별시 종로구 율곡로19길 17-8 (이화동)3층 스마트배움터,10명,1544-9782
부산광역시,서구,협성르네상스타운,"부산광역시 서구 대티로 159 (서대신동3가, 협성르네상스)협성르네상스",10명,051-987-0201 
서울특별시,영등포구,신길3동주민자치회관,서울특별시 영등포구 신길로41라길 13-8 (신길동)신길3동 주민센터2층,10명,1544-9782
부산광역시,해운대구,반여2동 행정복지센터[체험존],부산광역시 해운대구 재반로211번길 9 (반여동)2층 정보화교육장,10명,051-987-0201 
부산광역시,서구,부산시립 구덕도서관,부산광역시 서구 대신공원로 41 (서대신동3가)부산시립 구덕도서관,15명,070-5029-0817
제주특별자치도,제주시,평생교육장학진흥원[체험존],제주특별자치도 제주시 서사로 44 (삼도일동)평생교육장학진흥원 1층,10명,1899-8723
강원도,영월군,영월군의회배움터[체험존],강원도 영월군 영월읍 하송로 64 1층 정보화교육장,15명,033-910-0833
서울특별시,서대문구,시립 서대문 농아인 복지관,서울특별시 서대문구 수색로4가길 23 (남가좌동)4층,10명,1544-9782
부산광역시,남구,남구청[체험존],부산광역시 남구 못골로 19 (대연동)정보화교육장 안,10명,051-987-0201 
대구광역시,수성구,소헌 미술관,대구광역시 수성구 화랑로 134-5 (만촌동)소헌 미술관 1층 교육실,10명,053-214-1801
전라남도,진도군,진도한울타리센터[체험존],전라남도 진도군 고군면 지수길 44-6 진도한울타리센터(진도어울림센터) 1층 로비,10명,1566-6105
인천광역시,연수구,연수구청,인천광역시 연수구 원인재로 115 (동춘동)연수구청 5층 전산교육장,20명,1644-5561
대전광역시,유성구,유성실버복지센터 [체험존],대전광역시 유성구 원신흥남로27번길 54 (원신흥동)1층,10명,042)716-0198
부산광역시,서구,부산서구건강가정다문화지원센터,부산광역시 서구 구덕로 127 (토성동5가)서구가족센터 6층,5명,070-5029-0817
경기도,안산시,희망아카데미 지역아동센터,경기도 안산시 상록구 초당로 30 (사동)희망아카데미 지역아동센터 2층,10명,1600-6813
충청북도,보은군,보은군청,충청북도 보은군 보은읍 군청길 38-1 1층  정보화교육장(보은군주민정보화교육장),10명,043-900-5006
강원도,횡성군,둔내면 행정복지센터[체험존],강원도 횡성군 둔내면 둔내로51번길 17 1층 로비,15명,033-910-0833
부산광역시,부산진구,부산노인회관,부산광역시 부산진구 중앙대로 852,10명,070-5029-0817
서울특별시,종로구,종로노인종합 사회복지관 [체험존],서울특별시 종로구 율곡로19길 17-8 (이화동)3층 스마트배움터,10명,1544-9782
서울특별시,구로구,함사랑지역아동센터,서울특별시 구로구 경서로 82-14 (고척동)대신상가 303호,10명,1544-9782
경상남도,창원시,창원대학교[체험존],경상남도 창원시 의창구 창원대학로 20 (퇴촌동)4호관 산-102호,10명,055-213-2775
제주특별자치도,제주시,제주시소통협력센터,제주특별자치도 제주시 관덕로 44 (일도일동)3층 비양도 교육장,5명,1899-8723
서울특별시,마포구,성산1동주민센터 [체험존],서울특별시 마포구 성산로4길 15 (성산동)주민센터 4층(성산1동정보화교육장),24명,1544-9782
경상남도,밀양시,밀양시 정보화교육장[체험존],경상남도 밀양시 용평로 179 (용평동)밀양시 정보화교육장 1층,28명,055-213-2775
대구광역시,달성군,달성주민건강증진센터,대구광역시 달성군 옥포읍 비슬로458길 6-2 달성주민건강증진센터 2층 보건교육실,10명,053-214-1801
서울특별시,광진구,광진정보도서관 [체험존],서울특별시 광진구 아차산로78길 90 (광장동)2층 교육실,10명,1544-9782
전라남도,보성군,보성군노인복지관[체험존],전라남도 보성군 벌교읍 신정길 47-23 보성군노인복지관 1층 로비,10명,1566-6105
인천광역시,중구,중구청 [체험존],인천광역시 중구 제물량로 216 (해안동2가)정보화교육장 안,10명,1644-5561
충청남도,천안시,천안시노인종합복지관[체험존],충청남도 천안시 서북구 미라11길 16 (쌍용동)천안시 노인종합복지관 2층 정보화실,20명,041-415-1097(8)
부산광역시,중구,중구다함께돌봄센터,부산광역시 중구 초량상로7번길 11 (영주동)중구 다함께 돌봄센터,18명,070-5029-0817
충청남도,아산시,충남발달장애인훈련센터,충청남도 아산시 배방읍 희망로46번길 19-3 8층 충남발달장애인훈련센터,20명,041-415-1097(8)
부산광역시,사하구,회화나무 작은도서관,부산광역시 사하구 사하로141번나길 11-1 (괴정동)회화나무 작은도서관,10명,051-987-0201 
대구광역시,수성구,중동학습마을센터,대구광역시 수성구 청수로 14 (중동)1층,10명,053-214-1801
충청북도,제천시,제천시노인종합복지관[체험존],충청북도 제천시 독순로 65 (중앙로2가)제천시노인종합복지관 1층 복도,10명,043-900-5006
경상남도,창녕군,창녕군청 정보화교육장[체험존],경상남도 창녕군 창녕읍 군청길 1 창녕군청 정보화교육장 행복관 3층,10명,055-213-2775
충청남도,공주시,공주교육대학교,충청남도 공주시 웅진로 27 (봉황동)공주대학교 청목관 201호,20명,041-415-1097~8
경기도,화성시,화성시서부노인복지관[체험존],경기도 화성시 남양읍 시청로 155 모두누림센터 4층 강의실3,10명,1600-6813
세종특별자치시,보람로,도담동복합커뮤니티센터,세종특별자치시 보람로 77 (도담동)1층 주민쉼터이웃끼리,10명,044-868-6024
경상남도,하동군,하동군1970관[체험존],경상남도 하동군 하동읍 중앙3길 12-9 하동1970관 2층,10명,055-213-2775
부산광역시,기장군,해바라기청소년공부방,부산광역시 기장군 기장읍 차성동로 58 해바라기청소년공부방,20명,070-5029-0817
서울특별시,노원구,서울시립상이군경복지관,서울특별시 노원구 덕릉로70가길 73 (상계동)보훈관 2층 정보화교육장,10명,1544-9782
경상북도,울릉군,울릉한마음회관[체험존],경상북도 울릉군 울릉읍 울릉순환로 286 울릉한마음회관(3층 전산교육장내),6명,054-841-2182
충청남도,아산시,아산시동부노인복지관[체험존],충청남도 아산시 배방읍 순천향로 1060 아산시동부노인복지관 4층 컴퓨터실,20명,041-415-1097(8)
경기도,포천시,한사랑교육공동체,경기도 포천시 소흘읍 호국로 404 프리미엄 에코아울렛 A동 라동 104호(한사랑교육공동체 1층),10명,1600-6813
서울특별시,중랑구,구립용마경로복지센터 [체험존],서울특별시 중랑구 용마산로94길 98 (면목동)1층 로비,10명,1544-9782
경상북도,성주군,성주군청[체험존],경상북도 성주군 성주읍 성주로 3200 4층 정보화교육장 내,6명,054-841-2182
충청남도,보령시,명천실버복지관,"충청남도 보령시 흥곡천변로 85 (명천동, 보령명천LH1단지)명천실버복지관",15명,041-415-1097(8)
대전광역시,서구,한밭종합사회복지관,"대전광역시 서구 월평북로 11 (월평동, 주공아파트)2층",10명,042-716-0198
충청북도,음성군,음성군노인종합복지관[체험존],충청북도 음성군 금왕읍 백야로 14 음성군노인종합복지관 1층 복도,10명,043-900-5006
충청남도,예산군,예산군노인종합복지관[체험존],충청남도 예산군 예산읍 벚꽃로 214-11 예산군노인종합복지관 1층 로비,20명,041-415-1097(8)
부산광역시,사상구,모라종합사회복지관,부산광역시 사상구 모라로110번길 129,10명,070-5029-0817
서울특별시,용산구,시립용산노인종합복지관 [체험존],서울특별시 용산구 독서당로11길 16 (한남동)2층,5명,1544-9782
경상북도,칠곡군,칠곡 북삼평생학습복지센터[체험존],경상북도 칠곡군 북삼읍 인평1길 12 북삼평생학습복지센터(1층),6명,054-841-2182
충청남도,아산시,아산시다문화센터 외국인 배움터,충청남도 아산시 온천대로 1496 (온천동)1층 아산시다문화센터 외국인배움터,15명,041-415-1097(8)
서울특별시,양천구,양천어르신종합복지관 [체험존],서울특별시 양천구 목동로3길 106 (신정동)B 1 층,10명,1544-9782
서울특별시,은평구,구립증산정보도서관,서울특별시 은평구 증산로5길 6 (증산동)3층,13명,1544-9782
충청남도,논산시,강경도서관[체험존],충청남도 논산시 강경읍 계백로 173 강경도서관 2층 정보화교육장,20명,041-415-1097(8)
인천광역시,동구,동구청 [체험존],인천광역시 동구 금곡로 67 (송림동)동구청정보화교육장 (  본관 5층 ) 전산교육장 안,10명,1644-5561
강원도,고성군,고성군 노인복지관[체험존],강원도 고성군 간성읍 간성로67번길 13 1층 교육장 로비,10명,033-910-0834
경상북도,김천시,김천시청[체험존] ,경상북도 김천시 시청1길 1 (신음동)1층 로비,6명,054-841-2182
제주특별자치도,서귀포시,하례리사무소,제주특별자치도 서귀포시 남원읍 하례중앙로 95 하례1리사무소 1층,10명,1899-8723
충청북도,괴산군,괴산군장애인복지관[체험존],충청북도 괴산군 괴산읍 동진천길 61 괴산군 장애인복지관 2층 컴퓨터실,10명,043-900-5006
울산광역시,남구,문수실버복지관[체험존］,울산광역시 남구 대학로1번길 3-51 (무거동)2층 복도 끝,10명,1899-9119
대구광역시,달성군,국립대구과학관,대구광역시 달성군 유가읍 테크노대로6길 20 본관 2층 무한상상실,15명,053-214-1801
대전광역시,서구,도솔청소년문화의집,대전광역시 서구 배재로197번길 41 (도마동)도솔청소년문화의집,10명,042-716-0198
전라북도,익산시,익산시 평생학습관[체험존],전라북도 익산시 선화로 133 (모현동1가)평생학습관 1층,10명,1899-6222
경기도,의정부시,송산노인종합복지관[체험존],경기도 의정부시 용민로 99 (민락동)송산노인종합복지관 3층 강당,10명,1600-6813
충청남도,태안군,늘푸른지역아동센터,충청남도 태안군 태안읍 도내1길 86-5 늘푸른지역아동센터,20명,041-415-1097(8)
전라남도,담양군,담양창평면사무소[체험존],전라남도 담양군 창평면 돌담길 9 창평면사무소 1층 민원실,10명,1566-6105
경기도,양주시,양주장애인종합복지관,경기도 양주시 고삼로43번길 29 (삼숭동)장애인종합복지관 1층,10명,1600-6813
서울특별시,영등포구,여의도어르신복지센터 [체험존],서울특별시 영등포구 여의대방로 372 (여의도동)2층,20명,1544-9782
경상북도,청도군,청도군청[체험존],경상북도 청도군 화양읍 청화로 70 청도군청(지하1층 상황실),6명,054-841-2182
대구광역시,서구,서구청,대구광역시 서구 국채보상로 257 (평리동)대구서구의회 1층 정보화교육장,10명,053-214-1801
대구광역시,달성군,놀삶[체험존],대구광역시 달성군 다사읍 서재본1길 7 1층 놀삶,5명,053-214-1801
전라북도,군산시,금강노인복지관[체험존],전라북도 군산시 백릉로 245 (구암동)1층,10명,1899-6222
경기도,의정부시,송산노인종합복지관[체험존],경기도 의정부시 용민로 99 (민락동)송산노인종합복지관 3층 강당,10명,1600-6813
경기도,안산시,단원구청,경기도 안산시 단원구 화랑로 250 (초지동)단원구청2층,10명,1600-6813
경기도,고양시,이민자통합센터[체험존],경기도 고양시 덕양구 고양대로 1361 (성사동)4층 왼쪽 첫번째 방,10명,1600-6813
세종특별자치시,보람로,도담동복합커뮤니티센터,세종특별자치시 보람로 77 (도담동)1층 주민쉼터이웃끼리,10명,044-868-6024
울산광역시,울주군,언양향교,울산광역시 울주군 삼남읍 서향교1길 55 (교동리 1086),10명,1899-9119
경상북도,예천군,예천군청[체험존],경상북도 예천군 예천읍 충효로 111 1층 정보화교육장 내,6명,054-841-2182
경상북도,청도군,청도군청[체험존],경상북도 청도군 화양읍 청화로 70 청도군청(지하1층 상황실),6명,054-841-2182
